name,file,theorems_before_count,tactics_count,tactics
inputs_1_m_revert,systems/PrimaryBackup.v,81,78,intros;find_apply_lem_hyp;prep_induction;induction;intros;subst;simpl;auto;repeat;concludes;rewrite;rewrite;rewrite;rewrite;repeat;rewrite;f_equal;invc;simpl;find_apply_lem_hyp;intuition;subst;simpl;rewrite;rewrite;rewrite;auto;repeat;find_rewrite;rewrite;auto;break_exists;break_let;intuition;subst;repeat;find_rewrite;rewrite;simpl;rewrite;auto;auto;break_exists;intuition;subst;repeat;find_rewrite;simpl;rewrite;auto;auto;break_exists;intuition;repeat;find_rewrite;rewrite;auto;auto;find_apply_lem_hyp;intuition;subst;simpl;break_exists;intuition;subst;rewrite;rewrite;auto;rewrite;rewrite;rewrite;rewrite;auto;rewrite;rewrite;rewrite;rewrite;auto
tot_map_onet_hd_step_ordered_failure_star_always,core/TotalMapExecutionSimulations.v,11,7,case;apply;exact;rewrite;apply;have;destruct
reboot_invariant,systems/LogCorrect.v,5,22,intros;apply;unfold;break_exists;intuition;simpl;unfold;find_inversion;simpl;repeat;rewrite;unfold;repeat;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;find_rewrite;reflexivity
MsgLock_eventually_MsgLocked,systems/LiveLockServ.v,112,28,intros;pattern;assert;now;unfold;clear;clear;clear;simpl;intros;apply;apply;eauto;unfold;intuition;apply;unfold;intuition;eauto;find_apply_lem_hyp;auto;destruct;simpl;find_apply_lem_hyp;intuition;find_apply_lem_hyp;intuition;eauto
InputHandler_cases,systems/LockServ.v,5,21,handler_unfold;intros;repeat;break_match;repeat;tuple_inversion;subst;simpl;subst;simpl;left;eexists;intuition;left;eexists;intuition;left;eexists;intuition;auto;auto
step_async_deserialized_simulation,systems/SerializedMsgParamsCorrect.v,15,22,move;rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;set;have;rewrite;elim;move;rewrite;rewrite;apply;case;left;break_and;right
ZOOOPST_cons_elim,systems/PrimaryBackup.v,74,2,intuition;eauto
nwnw_unlock_lock,systems/LockServ.v,32,5,unfold;intros;destruct;intuition;discriminate
pt_msg_in_map,core/PartialMapSimulations.v,16,22,move;elim;case;rewrite;case;have;rewrite;move;case;inversion;rewrite;left;rewrite;move;apply;move;apply;right;apply;move;apply;right
InputUnlock_held,systems/LiveLockServ.v,90,32,intros;invcs;invcs;monad_unfold;unfold;break_match_hyp;unfold;find_apply_lem_hyp;intuition;congruence;unfold;find_apply_lem_hyp;intuition;break_exists;intuition;congruence;monad_unfold;find_apply_lem_hyp;intuition;congruence;break_exists;intuition;congruence;fold;repeat;find_rewrite;simpl;left;unfold;congruence;unfold;congruence
tot_map_net_label_event_inf_often_occurred,core/TotalMapExecutionSimulations.v,3,7,move;apply;apply;case;rewrite;move;rewrite
network_invariant_inductive,systems/PrimaryBackup.v,50,17,intros;invc;simpl;unfold;simpl;find_apply_lem_hyp;workhorse;auto;intuition;eauto;unfold;simpl;find_apply_lem_hyp;workhorse;auto;intuition;eauto
in_exclude_not_in_failed_map,core/TotalMapSimulations.v,28,23,elim;rewrite;set;have;break_or_hyp;break_and;find_rewrite;move;apply;move;split;right;rewrite;move;case;rewrite;subst;split;left;apply;move;split;right
last_holder'_server_extend,systems/LockServ.v,60,6,induction;intros;simpl;repeat;break_match;auto
tot_map_update_eq,core/TotalMapSimulations.v,1,9,move;apply;rewrite;repeat;break_match;find_reverse_rewrite;find_rewrite_lem;find_rewrite;find_rewrite_lem
step_async_star_lb_step_reachable,core/LabeledNet.v,8,26,rewrite;move;move;invcs;set;apply;have;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;set;apply;have;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;have;auto
cross_relation,systems/LockServ.v,49,13,intros;find_apply_lem_hyp;prep_induction;induction;intros;subst;eauto;apply;eauto;apply;auto;apply;auto
weak_fairness_invar,core/LabeledNet.v,2,10,unfold;unfold;intros;assert;apply;assumption;apply;apply;assumption;assumption
InputHandler_Client_Unlock,systems/LiveLockServ.v,91,8,intros;unfold;unfold;monad_unfold;repeat;break_let;find_inversion;eauto
last_holder'_neq_unlock_extend,systems/LockServ.v,71,8,induction;intros;simpl;repeat;break_match;subst;congruence;intuition
pt_map_odnet_hd_step_ordered_dynamic_failure_star,core/PartialMapExecutionSimulations.v,24,7,move;rewrite;move;break_exists;destruct;simpl;exact
tot_map_name_injective,core/TotalMapSimulations.v,0,5,move;case;move;case;rewrite
inputs_m_inr_singleton,systems/PrimaryBackup.v,18,3,intros;rewrite;auto
step_ordered_dynamic_failure_pt_ext_mapped_simulation_star_1,core/PartialExtendedMapSimulations.v,10,31,move;change;change;move;induction;rewrite;exists;exact;concludes;rewrite;case;case;rewrite;move;find_apply_lem_hyp;move;apply;case;move;move;exists;have;apply;have;rewrite;apply;exact;move;rewrite;move;exists
revert_state_defn,systems/PrimaryBackup.v,53,2,unfold;auto
revertNetwork_deliver_step,systems/SeqNumCorrect.v,14,151,intros;simpl;unfold;simpl;repeat;find_rewrite;assert;find_eapply_lem_hyp;eauto;repeat;find_rewrite;in_crush;find_rewrite;rewrite;rewrite;assert;find_rewrite;in_crush;apply;find_apply_lem_hyp;break_exists;repeat;find_rewrite;find_copy_apply_lem_hyp;unfold;repeat;find_rewrite;assert;repeat;find_reverse_rewrite;apply;assert;apply;repeat;break_if;intuition;find_apply_lem_hyp;break_exists;repeat;find_rewrite;exists;intuition;map_crush;auto;simpl;f_equal;f_equal;rewrite;rewrite;find_rewrite;simpl;unfold;repeat;rewrite;auto;intros;in_crush;find_eapply_lem_hyp;eauto;assert;eapply_prop;find_rewrite;in_crush;repeat;break_if;simpl;repeat;find_rewrite;intuition;unfold;case;intro;rewrite;rewrite;rewrite;case;intro;rewrite;rewrite;omega;assert;omega;rewrite;auto;assert;omega;assert;omega;rewrite;unfold;repeat;find_rewrite;rewrite;find_apply_lem_hyp;intuition;repeat;find_rewrite;eauto;intros;repeat;break_if;simpl;repeat;find_rewrite;intuition;contradict;case;intro;rewrite;rewrite;right;rewrite;auto;rewrite;auto;exfalso;apply;eapply_prop;repeat;find_rewrite;in_crush;find_apply_lem_hyp;in_crush;case;intro;rewrite;rewrite;case;intro;intuition;rewrite;intuition;case;intro;auto;rewrite;intuition;repeat;break_if;simpl;intuition;contradict;rewrite;left;auto;apply;intros;repeat;break_if;simpl;intuition
decomposition_reachable_nw_invariant,systems/LiveLockServ.v,53,7,assert;find_apply_lem_hyp;unfold;intuition;unfold;apply;eauto
collate_ls_tot_map_update2_eq,core/TotalMapSimulations.v,45,3,move;rewrite;rewrite
in_msg_filterMap_pt_map_msg,core/PartialMapSimulations.v,29,10,elim;move;move;case;rewrite;left;have;rewrite;break_match;right
inputs_m_backup_singleton,systems/PrimaryBackup.v,29,1,auto
PB_net_out_case,systems/PrimaryBackup.v,10,13,intros;find_apply_lem_hyp;intuition;destruct;subst;intuition;subst;right;right;intuition;break_exists;intuition;eauto
Locked_in_network_eventually_MsgLocked,systems/LiveLockServ.v,99,6,intros;apply;eauto;unfold;simpl;congruence
dup_drop_Permutation,core/DupDropReordering.v,6,5,induction;constructor;auto;auto;eauto
inputs_1_nil_outputs_1_nil,systems/PrimaryBackup.v,7,5,destruct;auto;intros;simpl;discriminate
processPackets_seq_eq,systems/SeqNumCorrect.v,4,17,induction;intros;simpl;find_inversion;simpl;intuition;break_match;find_inversion;simpl;intuition;subst;simpl;eauto;subst;apply;eauto;omega
step_ordered_pt_ext_mapped_simulation_1,core/PartialExtendedMapSimulations.v,5,79,move;case;move;destruct;left;destruct;destruct;exists;rewrite;apply;rewrite;case;rewrite;rewrite;inversion;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;right;have;rewrite;rewrite;rewrite;set;set;set;set;have;rewrite;apply;rewrite;case;rewrite;have;rewrite;apply;apply;rewrite;case;move;rewrite;case;rewrite;rewrite;move;destruct;left;destruct;destruct;exists;apply;rewrite;have;rewrite;rewrite;repeat;break_let;repeat;tuple_inversion;right;rewrite;have;rewrite;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite
pt_map_update_eq,core/PartialMapSimulations.v,4,9,move;apply;rewrite;case;case;rewrite;rewrite;rewrite;rewrite
step_failure_deserialized_simulation_star,systems/SerializedMsgParamsCorrect.v,18,26,move;apply;break_exists;break_and;exists;rewrite;have;rewrite;rewrite;split;rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;set;have;rewrite;elim;move;rewrite;rewrite
clients_move_way_up_in_queue,systems/LiveLockServ.v,104,43,induction;intros;simpl;auto;intuition;assert;omega;subst;eauto;pattern;assert;now;unfold;clear;clear;clear;simpl;find_apply_lem_hyp;intuition;assert;omega;find_eapply_lem_hyp;eauto;unfold;intuition;apply;eauto;apply;unfold;intuition;eauto;find_apply_lem_hyp;auto;destruct;simpl;find_apply_lem_hyp;intuition;find_apply_lem_hyp;intuition;subst;unfold;intuition;eauto
tot_init_handlers_fun_eq,core/TotalMapSimulations.v,4,2,apply;rewrite
MsgLock_Locked,systems/LiveLockServ.v,111,19,intros;find_apply_lem_hyp;auto;intuition;destruct;simpl;eauto;break_exists;destruct;simpl;apply;apply;eauto;find_apply_lem_hyp;auto;destruct;simpl;find_apply_lem_hyp;intuition
step_ordered_failure_serialize_simulation,systems/SerializedMsgParamsCorrect.v,5,15,move;have;rewrite;rewrite;have;rewrite;rewrite;have;rewrite;elim;case;case;rewrite;rewrite;exact
packet_eta,core/Net.v,10,2,destruct;auto
processPackets_num_monotonic,systems/SeqNumCorrect.v,1,13,induction;intros;simpl;intros;find_inversion;intuition;break_match;find_inversion;find_insterU;find_insterU;conclude_using;eauto;omega
locks_correct_locked_net_handlers_new,systems/LockServ.v,41,2,set_up_net_handlers;eauto
trace_mutex'_unlock_extend,systems/LockServ.v,67,8,induction;intros;simpl;repeat;break_match;intuition;auto;congruence
in_pt_map_map_pair,core/PartialMapSimulations.v,21,27,move;elim;case;rewrite;case;move;case;inversion;rewrite;rewrite;inversion;left;rewrite;right;apply;move;apply;right;move;case;inversion;rewrite;rewrite;apply;move;apply;right
step_async_pt_mapped_simulation_1,core/PartialMapSimulations.v,6,89,move;case;move;rewrite;case;have;case;case;inversion;left;rewrite;apply;rewrite;case;rewrite;injection;rewrite;rewrite;rewrite;case;case;case;inversion;subst;rewrite;have;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;right;split;rewrite;rewrite;case;case;rewrite;case;rewrite;have;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;move;case;case;have;rewrite;move;rewrite;case;left;apply;rewrite;have;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;right;split;rewrite;have;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;rewrite;have;rewrite
last_holder'_no_out_inv,systems/LiveLockServ.v,51,8,induction;intros;simpl;repeat;break_match;subst;intuition;eauto
RTn1_step,core/Net.v,4,11,intros;induction;rewrite;rewrite;econstructor;constructor;auto;concludes;rewrite;econstructor;eauto
at_head_of_nil,systems/LockServ.v,15,3,unfold;firstorder;congruence
lb_step_failure_tot_mapped_simulation_1,core/TotalMapExecutionSimulations.v,0,47,move;invcs;have;destruct;apply;rewrite;find_rewrite;rewrite;destruct;simpl;exact;destruct;simpl;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;destruct;rewrite;apply;exact;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;exact
last_holder'_input_extend,systems/LockServ.v,66,7,induction;intros;simpl;repeat;break_match;auto;congruence
Locked_delivered_MsgLocked,systems/LiveLockServ.v,98,21,unfold;intros;invcs;repeat;find_rewrite;find_eapply_lem_hyp;eauto;subst;monad_unfold;simpl;handler_unfold;repeat;break_match;repeat;find_inversion;auto;unfold;find_false;apply;auto;intuition
LockServ_mutual_exclusion_trace,systems/LiveLockServ.v,72,162,apply;intros;intuition;red;red;auto;unfold;simpl;discriminate;unfold;simpl;discriminate;invcs;monad_unfold;unlabeled_unfold;unfold;simpl;repeat;break_let;repeat;find_inversion;unfold;break_match;find_apply_lem_hyp;eauto;break_and;break_or_hyp;intuition;subst;apply;auto;rewrite;find_apply_lem_hyp;auto;rewrite;find_apply_hyp_hyp;apply;auto;intuition;subst;apply;auto;destruct;auto;find_apply_hyp_hyp;rewrite;eauto;discriminate;my_update_destruct;find_inversion;rewrite;auto;find_apply_lem_hyp;congruence;my_update_destruct;find_inversion;rewrite;apply;rewrite;eauto;discriminate;find_apply_lem_hyp;break_and;subst;repeat;split;apply;auto;intros;my_update_destruct;discriminate;rewrite;find_apply_lem_hyp;auto;intros;my_update_destruct;discriminate;rewrite;apply;auto;unfold;break_match;unfold;monad_unfold;repeat;break_match;repeat;find_inversion;intuition;repeat;rewrite;apply;find_apply_lem_hyp;apply;auto;apply;auto;congruence;rewrite;find_apply_lem_hyp;congruence;auto;rewrite;apply;auto;congruence;apply;auto;rewrite;auto;discriminate;my_update_destruct;find_inversion;rewrite;discriminate;assert;eauto;unfold;assert;eauto;congruence;apply;auto;rewrite;find_apply_lem_hyp;auto;rewrite;assert;congruence;find_apply_hyp_hyp;apply;auto;apply;auto;congruence;rewrite;find_apply_lem_hyp;congruence;auto;rewrite;apply;auto;congruence;unfold;monad_unfold;find_inversion;intuition;repeat;rewrite;apply;apply;auto;find_apply_lem_hyp;rewrite;find_apply_lem_hyp;auto;apply;auto;rewrite;unfold;rewrite;auto
Nth_snoc,systems/LiveLockServ.v,109,5,intros;induction;simpl;constructor;auto
locks_correct_unlock_at_head,systems/LockServ.v,33,13,unfold;intros;find_apply_hyp_hyp;clear;break_exists;unfold;intuition;break_exists;repeat;find_rewrite;repeat;find_inversion;eauto
step_failure_tot_mapped_simulation_2,core/TotalMapSimulations.v,16,207,move;invcs;destruct;rewrite;destruct;simpl;have;case;rewrite;inversion;case;case;rewrite;exists;split;have;rewrite;have;rewrite;destruct;simpl;find_inversion;rewrite;rewrite;apply;rewrite;apply;rewrite;find_apply_lem_hyp;find_rewrite_lem;suff;rewrite;have;rewrite;repeat;break_let;inversion;have;destruct;simpl;find_inversion;rewrite;have;destruct;simpl;find_inversion;rewrite;rewrite;rewrite;find_inversion;find_apply_lem_hyp;exact;symmetry;rewrite;have;destruct;simpl;find_inversion;have;destruct;simpl;find_inversion;have;destruct;simpl;find_inversion;rewrite;have;rewrite;repeat;break_let;inversion;rewrite;simpl;rewrite;rewrite;find_inversion;clean;set;set;set;set;have;rewrite;elim;case;rewrite;find_rewrite;rewrite;have;rewrite;apply;repeat;break_if;find_reverse_rewrite;find_rewrite_lem;find_rewrite;find_rewrite_lem;rewrite;rewrite;destruct;have;have;rewrite;repeat;break_let;rewrite;rewrite;rewrite;inversion;simpl;find_apply_lem_hyp;exists;split;rewrite;rewrite;apply;move;apply;rewrite;rewrite;suff;rewrite;rewrite;find_apply_lem_hyp;exact;rewrite;set;set;set;set;have;rewrite;elim;case;rewrite;have;rewrite;rewrite;apply;rewrite;repeat;break_if;rewrite;find_rewrite_lem;rewrite;find_rewrite_lem;rewrite;destruct;find_apply_lem_hyp;find_reverse_rewrite;have;case;inversion;rewrite;exists;split;exact;rewrite;destruct;find_apply_lem_hyp;find_rewrite;have;case;inversion;rewrite;exists;split;exact;rewrite;destruct;destruct;simpl;find_inversion;find_apply_lem_hyp;find_rewrite;exists;split;exact;destruct;find_copy_apply_lem_hyp;break_exists;have;destruct;exists;split;apply;rewrite;apply;right;left;inversion;have;elim;move;repeat;break_if;find_reverse_rewrite;find_apply_lem_hyp;find_reverse_rewrite;find_reverse_rewrite;rewrite;rewrite;find_apply_lem_hyp;rewrite;inversion;rewrite
inputs_m_inl_read,systems/PrimaryBackup.v,23,3,intros;destruct;auto
tot_map_onet_label_event_inf_often_occurred_conv,core/TotalMapExecutionSimulations.v,10,19,move;apply;apply;rewrite;case;case;move;inversion;subst_max;rewrite;case;case;move;inversion;subst_max;case;rewrite;move;exact
step_async_outputs_m,systems/PrimaryBackup.v,49,59,intros;invc;simpl;break_match;auto;repeat;rewrite;simpl;find_apply_lem_hyp;find_apply_lem_hyp;intuition;subst;rewrite;rewrite;auto;auto;rewrite;rewrite;auto;auto;break_exists;intuition;break_match;intuition;subst;rewrite;simpl;eauto;break_exists;intuition;subst;rewrite;simpl;eauto;rewrite;rewrite;auto;auto;rewrite;rewrite;auto;auto;break_exists;intuition;subst;rewrite;eauto;rewrite;rewrite;auto;auto;rewrite;rewrite;auto;auto;rewrite;rewrite;auto;auto
MsgLocked_held,systems/LiveLockServ.v,100,29,intros;invcs;invcs;monad_unfold;unfold;break_match_hyp;unfold;fold;repeat;find_rewrite;simpl;find_apply_lem_hyp;intuition;subst;update_destruct_max_simplify;congruence;unfold;find_apply_lem_hyp;intuition;break_exists;intuition;congruence;monad_unfold;find_apply_lem_hyp;intuition;break_exists;intuition;congruence;congruence
pt_init_handlers_fun_eq,core/PartialMapSimulations.v,0,4,apply;have;rewrite;rewrite
NetHandler_trace_preserved,systems/Counter.v,19,13,unfold;intros;monad_unfold;destruct;simpl;repeat;break_match;find_inversion;simpl;rewrite;unfold;cbv;auto
lb_step_execution_extensional,core/LabeledNet.v,6,19,move;rewrite;cofix;case;case;case;case;find_apply_lem_hyp;break_and;find_copy_apply_lem_hyp;break_and;repeat;find_rewrite;move;inversion;subst;apply;apply;eauto
nw_empty_queue_lock,systems/LockServ.v,45,8,unfold;intuition;destruct;intuition;break_exists;intuition;break_exists;congruence
collate_ls_tot_map_eq,core/TotalMapSimulations.v,44,12,elim;move;rewrite;rewrite;set;set;have;rewrite;have;rewrite;rewrite;rewrite
ghost_invariant_lift,core/GhostSimulations.v,4,2,intros;eauto
msg_eq_dec,systems/PrimaryBackup.v,1,2,decide_equality;apply
pt_map_onet_tot_map_label_event_strong_fairness,core/PartialMapExecutionSimulations.v,10,13,move;rewrite;have;rewrite;apply;apply;move;rewrite;rewrite;unfold;apply;move;rewrite
locks_correct_unlock_net_handlers_new,systems/LockServ.v,39,2,set_up_net_handlers;auto
pt_map_onet_tot_map_label_event_inf_often_occurred_conv,core/PartialMapExecutionSimulations.v,7,9,move;apply;apply;exact;exact;case;rewrite;move;exact
Lock_in_network_eventually_MsgLock,systems/LiveLockServ.v,107,6,intros;apply;eauto;unfold;simpl;congruence
apply_log_app,systems/LogCorrect.v,0,4,intros;unfold;rewrite;reflexivity
log_step_failure_step,systems/LogCorrect.v,6,82,intros;assert;reflexivity;assert;induction;reflexivity;intros;simpl;now;rewrite;assert;intros;extensionality;break_if;reflexivity;invcs;unfold;simpl;find_rewrite;repeat;rewrite;simpl;rewrite;assert;reflexivity;rewrite;apply;reflexivity;assumption;simpl;unfold;break_let;break_let;break_if;find_inversion;rewrite;assumption;simpl;rewrite;reflexivity;unfold;simpl;repeat;rewrite;rewrite;apply;assumption;unfold;break_let;break_if;find_inversion;assumption;rewrite;reflexivity;unfold;simpl;find_rewrite;rewrite;simpl;apply;reflexivity;rewrite;reflexivity;unfold;simpl;find_rewrite;rewrite;simpl;apply;reflexivity;reflexivity;constructor;apply;assumption;reflexivity;unfold;simpl;apply;rewrite;rewrite;reflexivity;assumption
all_nodes_all,systems/PrimaryBackup.v,2,3,unfold;destruct;intuition
locks_correct_locked_net_handlers_new,systems/LiveLockServ.v,41,2,set_up_net_handlers;eauto
inputs_with_key_plus_not_key,systems/VarD.v,5,19,induction;intros;simpl;unfold;simpl;repeat;break_match;congruence;unfold;simpl;repeat;break_match;simpl;eauto;discriminate;repeat;find_inversion;f_equal;eauto
correspond_preserved_snoc,systems/PrimaryBackup.v,28,24,unfold;intros;rewrite;repeat;break_match;rewrite;simpl;repeat;find_rewrite;rewrite;repeat;break_match;repeat;tuple_inversion;simpl;break_match;tuple_inversion;break_and;subst;find_rewrite;tuple_inversion;rewrite;find_rewrite;auto
log_net_handlers_spec,systems/LogCorrect.v,1,38,intros;unfold;unfold;break_if;break_let;find_inversion;simpl;exists;intuition;find_inversion;simpl;break_exists;intuition;exists;intuition;rewrite;rewrite;simpl;rewrite;reflexivity;break_match;find_inversion;reflexivity;congruence;cheerios_crush;rewrite;rewrite;reflexivity;rewrite;rewrite;simpl;rewrite;reflexivity;rewrite;rewrite;simpl;rewrite;reflexivity
last_holder'_locked_extend,systems/LockServ.v,61,6,induction;intros;simpl;repeat;break_match;auto
empty_queue_all_clients_false,systems/LockServ.v,16,5,intuition;destruct;auto;exfalso;eauto
inputs_1_invert_app,systems/PrimaryBackup.v,44,13,intros;assert;intuition;subst;destruct;discriminate;break_exists;subst;rewrite;simpl;find_apply_lem_hyp;intuition;eauto
pt_map_net_deserialize_net,systems/SerializedMsgParamsCorrect.v,12,14,move;rewrite;rewrite;set;set;suff;rewrite;rewrite;clear;rewrite;elim;case;rewrite;case
last_holder'_locked_extend,systems/LiveLockServ.v,61,6,induction;intros;simpl;repeat;break_match;auto
map_map_pair_eq,core/TotalMapSimulations.v,35,5,move;apply;exact;apply;exact
nwnw_sym,systems/LockServ.v,3,2,unfold;intuition
processPackets_correct,systems/SeqNumCorrect.v,0,14,induction;intros;simpl;find_inversion;simpl;intuition;break_match;find_inversion;simpl;intuition;subst;simpl;omega;eauto
outputs_m_inl_singleton,systems/PrimaryBackup.v,38,2,destruct;auto
NoDup_Nodes,systems/Counter.v,1,5,repeat;constructor;simpl;intuition;discriminate
inputs_m_on_nil',systems/PrimaryBackup.v,42,2,unfold;auto
outputs_m_revert_trace,systems/PrimaryBackup.v,61,29,unfold;induction;simpl;intros;auto;repeat;break_match;subst;eauto;rewrite;eauto;rewrite;rewrite;f_equal;apply;intros;repeat;break_match;auto;rewrite;eauto;auto;find_copy_apply_lem_hyp;find_apply_lem_hyp;intuition;break_exists;subst;simpl;auto
list_destruct_last,systems/PrimaryBackup.v,24,14,induction;intuition;subst;right;exists;simpl;eauto;break_exists;subst;right;eexists;eexists;rewrite;eauto
dup_drop_step_star_trans,core/DupDropReordering.v,0,5,intros;apply;apply;apply;eauto
inputs_m_primary_inl_request_singleton,systems/PrimaryBackup.v,21,1,auto
dup_drop_cons,core/DupDropReordering.v,5,15,induction;constructor;invc;apply;eauto;apply;apply;simpl;auto;auto;apply;eauto;apply;apply;constructor
InputHandler_trace_preserved,systems/Counter.v,18,9,unfold;simpl;intros;monad_unfold;repeat;break_match;find_inversion;cbv;auto
lb_step_execution_lb_step_ordered_failure_pt_map_onet_infseq,core/PartialMapExecutionSimulations.v,5,34,cofix;move;rewrite;inversion;subst;rewrite;case;apply;rewrite;destruct;destruct;simpl;apply;eauto;destruct;destruct;apply;break_and;simpl;rewrite;aggressive_rewrite_goal;pose;rewrite;exact;apply;destruct;destruct;simpl;apply;eauto;rewrite;pose;rewrite;exact
inputs_m_on_cons,systems/PrimaryBackup.v,58,9,unfold;intros;simpl;repeat;break_match;repeat;find_inversion;auto;discriminate
trace_mutex'_locked_extend,systems/LockServ.v,54,10,induction;intros;simpl;subst;auto;simpl;repeat;break_match;subst;intuition
locks_correct_unlock_sent_lock,systems/LiveLockServ.v,21,3,unfold;intuition;congruence
lb_step_execution_invar,core/LabeledNet.v,5,5,intros;change;destruct;simpl;assumption
outputs_m_inr_nil_singleton,systems/PrimaryBackup.v,14,2,intros;apply
reachable_revert,systems/SeqNumCorrect.v,18,18,apply;unfold;simpl;unfold;exists;constructor;intros;find_apply_lem_hyp;auto;intuition;unfold;break_exists;eexists;apply;econstructor;eauto;find_rewrite;auto
step_failure_star_lb_step_reachable,core/LabeledNet.v,10,26,rewrite;case;case;invcs;set;apply;have;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;set;apply;have;apply;exact;apply;rewrite;repeat;break_let;tuple_inversion;have;auto
map_msg_update2,core/TotalMapSimulations.v,38,18,move;apply;apply;rewrite;case;case;move;case;rewrite;rewrite;rewrite;rewrite;move;case;rewrite;rewrite;rewrite;rewrite
collate_tot_map_update2_eq,core/TotalMapSimulations.v,40,3,move;rewrite;rewrite
outputs_1_app,systems/PrimaryBackup.v,26,2,unfold;auto
NOABT_singleton_primary,systems/PrimaryBackup.v,68,7,unfold;simpl;intuition;subst;simpl;find_inversion;auto
step_ordered_failure_pt_ext_mapped_simulation_1,core/PartialExtendedMapSimulations.v,7,98,move;invcs;destruct;left;destruct;destruct;exists;rewrite;apply;rewrite;case;rewrite;rewrite;inversion;exact;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;right;split;have;rewrite;set;set;set;set;have;rewrite;apply;rewrite;case;rewrite;have;rewrite;apply;apply;rewrite;case;move;rewrite;case;rewrite;rewrite;destruct;left;destruct;destruct;exists;apply;exact;rewrite;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;right;rewrite;have;split;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;left;rewrite;set;have;rewrite;rewrite;apply;apply;exact;apply;apply;exact;move;rewrite;exists;apply;exact;rewrite;rewrite;rewrite
trace_mutual_exclusion'_extend_input_server,systems/LockServ.v,63,6,induction;intros;simpl;repeat;break_match;intuition
in_in_adj_map_pair,core/TotalMapSimulations.v,27,23,move;elim;move;set;move;have;break_or_hyp;break_and;find_rewrite;break_or_hyp;exact;case;rewrite;rewrite;case;rewrite;left;rewrite;case;rewrite;right;exact;exact
LockServ_nwnw_net_handlers_new_new,systems/LiveLockServ.v,47,1,set_up_net_handlers
count_occ_filterMap_pt_map_msg_eq,core/PartialMapSimulations.v,32,18,elim;move;break_if;repeat;find_rewrite;rewrite;break_if;have;rewrite;have;rewrite;break_match;rewrite;break_if;case;find_rewrite;move;exact
trace_mutex'_no_out_extend,systems/LiveLockServ.v,50,8,induction;intuition;unfold;simpl;repeat;break_match;subst;intuition
reachable_sane,systems/SeqNumCorrect.v,8,61,apply;unfold;unfold;simpl;intuition;invcs;find_inversion;unfold;simpl;do_in_app;intuition;do_in_map;subst;simpl;repeat;break_match;find_inversion;simpl;intuition;apply;eauto;simpl;repeat;find_rewrite;do_in_app;repeat;break_match;find_inversion;rewrite;intuition;apply;apply;auto;rewrite;intuition;intuition;intuition;unfold;simpl;do_in_app;intuition;do_in_map;subst;simpl;repeat;break_match;find_inversion;simpl;intuition;apply;eauto;simpl;repeat;break_match;find_inversion;simpl;find_apply_lem_hyp;find_apply_hyp_hyp;omega;in_crush;eauto
last_holder_unlock_none,systems/LockServ.v,69,3,intros;apply;auto
inputs_1_singleton,systems/PrimaryBackup.v,39,9,intros;destruct;simpl;discriminate;find_inversion;find_apply_lem_hyp;subst;destruct;eauto
locks_correct_locked_sent_lock,systems/LockServ.v,25,3,unfold;intuition;congruence
inputs_1_app,systems/PrimaryBackup.v,25,2,unfold;auto
adjacent_in_in_msg,core/TotalMapSimulations.v,31,13,move;elim;move;case;case;rewrite;left;rewrite;rewrite;right;exact;rewrite;exact
empty_o,lib/FMapVeryWeak.v,0,3,intros;unfold;apply
locks_correct_locked_at_head_preserved,systems/LockServ.v,37,8,unfold;intuition;break_exists;exists;intuition;firstorder;now;rewrite
locks_correct_unlock_at_head_preserved,systems/LockServ.v,34,8,unfold;intuition;break_exists;exists;intuition;firstorder;now;rewrite
PB_net_defn',systems/PrimaryBackup.v,6,43,unfold;intros;pb_unfold;repeat;break_let;break_match;repeat;find_inversion;auto;simpl;left;intuition;left;eauto;right;left;intuition;right;left;intuition;right;eexists;eexists;intuition;eauto;find_rewrite;auto;right;left;intuition;right;eexists;eexists;intuition;eauto;find_rewrite;auto;right;right;intuition;eauto;left;intuition
inputs_m_app_inr_singleton,systems/PrimaryBackup.v,19,5,intros;rewrite;rewrite;rewrite;auto
